Label,Text
Extremism,"সে তো নিজের ধর্ম সম্পর্কেই কিছুই যানে না, হিন্দু ধর্ম তাদের কোন কিতাবেই নাই।"
Extremism,"মুচির নজর পায়ে আর মুসলমানদের নজর কপালে,,,,,,,, তোদের মতো কুমা হিন্দুদের নজর শুধু পায়ের দিকেই থাকে"
Extremism,"আমরা টুপি দেই মাথায়,,,, তাহলে হিন্দরা কি পুটকির মধ্যে কিছু পরে,,, কারন সব যদি উল্টা হয়"
Extremism,এই পৃথিবীতে সর্ব সেষট একমাত্র ধর্ম হল ইসলাম। তোমার হিন্দু ধর্ম না।
Extremism,ভাই হিন্দু আমাদের মুসলমানদের দারি সুন্দর লাগে আর আপনারা হিন্দু মাথার পিছনে জট চুল রাখেন সেটা দেখতে কুকুরের গু নেরের মতো লাগে।
Extremism,"হিন্দু বোদ্ধ ধর্ম এদের মনগড়া ধর্ম, মরলে চিরস্থায়ী জাহান্নাম।"
Extremism,আপনার ভগবানের ত ঠিক নেই আপনি আর কি বুঝাবেন শালা আবুজাহেল
Extremism,তোরা তো লিংগো পুজা করিশ লিংগো পুজা মানি ধোনির পুজা করিশ ভোদা পুজা করিশনা কি
Extremism,গাই গরু মা দরা গরু তুদের বাবা
Extremism,"হিন্দুরা খায় গরুর মুত, গরু খায় ঘাস, আর আমরা খাই গরু, এবার দেখ তদের সাথে আমাদের মিল হবে কিভাবে, তরা ত অনেক পিছিয়ে।"
Extremism,"সবি যখন বুজ তোমাদের দূরর্গার হোগার পিছে খুডা দেস কেন, মরলে তোমাদের কেও দূরর্গা খুডা দিবো"
Extremism,পৃথিবীর বোকে একমাত্র মূর্খ জাতি..হিন্দুযাকে মা ডাকে তাকে বলি করেমায়ের চামরায় আবার জুতা ও পরে...
Extremism,যে মুতি্ কে তরা পুজা দেছ ঐ টা কেই আবার লাথি দিয়ে পানিতে চুবাছ এইটা কোন সত্য ধম্ হতে পারে না
Extremism,"হিন্দু মানেইতো, পুতুল কে পূজা করে1"
Extremism,এ এক আজব হিন্দু রে ভাই আজ একটা আসল রহস্য জানলাম হিন্দু কোনো দিন মুসলমানদের আপন হতে পারে না
Extremism,"তাহলে কি?হিন্দুদের বাচ্চা হয়,পাচা দিয়ে। মুসলমান খায় গরুর দুধ,হিন্দুরা খায় গরুর মুত। আর,যেসব হিন্দুরা দাড়ি রাখে তারা কি?। যুক্তি দেওয়ার আগে ভেবে নিস।"
Extremism,পণ্ডিত ভাই তোমাদের হিন্দুদের যদি গাভি মা হয় বিশাল গরু তোমাদের কি হয়
Extremism,নিজেদের বানানো ধর্ম নিয়ে আর কত কি বলবি তোরা তো কাফের তোদের ধর্মের নাম হিন্দু না বলে কাফের বলা উচিত তোরা কাফের তাদের নাম রাখা উচিত কাফের
Extremism,তোমার যে গরুর গোস্ত খাওনা সেই গরুর চামড়া দিয়ে তৈরি করা জুতা কি ভাবে পায়ে দাও...
Extremism,তোদের মা কালির গুদে পা চালিয়ে দিব সালা
Extremism,হিন্দুরা গরু কে দেবতা মানে কিন্ত ওই দেবতার চামরা দিয়ে জুদা বানিয়ে পায়ে দেই কতো বড় বেয়াদব ফাল্ত একটা ধর্ম
Extremism,পূর্ব অথবা উত্তর দিকে কেন ব্রো।ভগবান কি উত্তর আর পূর্বে ঘুরাঘুরি করে নাকি
Extremism,"হিন্দু কুনো ধর্মের নাম নয়,"
Extremism,সাউয়ার হিন্দু গো মুত্র খায় নাপাক জিনিস আহার করে
Extremism,"হিন্দুদের,,, মুসলিমদের সাথে জন্ম থেকেই মিল নেই,,,,হিন্দুদের জন্ম হয় উল্টা হয়ে,"
Extremism,আচচা তুমাদের মাকে লেংটা করে পানিতে ডুবিয়ে মারে কেন
Extremism,শালার পাগলের বাচ্ছারা নিজ হাতে মাটির পুতুল বানাইয়া ঐটারে পূজা করে যার শরিরে পেশাব করলেও কিছুই করতে পারেনা।
Extremism,কেন তোমার ভগবান দূর্বল নাকি। তাকে খেতে ও দেওয়ার ও ক্ষমতা নাই তাকে আবার পূজা কর।তোমরা অনেক বকা। একটু পৃথিবীর দিকে তাকিয়ে দেখ প্লিজ।
Extremism,দূর বোকা চোদা এইটা কোন ধর্ম হলো ইসলাম হলো শান্তির ধর্ম
Extremism,দুর কুত্তার বাচ্চা নাস্তিকের ঘরের নাস্তিক 
Extremism,হিন্দু ধর্মই একমাত্র চোদাচুদির ধর্ম ।
Extremism,জনে চার পাঁচ টি বিয়া কইরা সুকরের বাচ্চা পায়দা করার সময় মনে থাকে না ....শালার জাত পরে ভিক্ষার ঝুলি নিয়ে হিন্দুস্তানে
Extremism,তুই তো এক নাফর্মান শয়তানের ভাই 
Extremism,মালাউন মাদার চোদ। পাকিস্তান জিন্দাবাদ 
Extremism,মায়ান মারে মুসলিম মেরে শেস করে ফেলল তার কোন খবর নাই ভারতে ট্রেন দুর্ঘটনায় হিন্দু মরেছে কিনা তা নিয়ে সরকারের মাথা বেথা
Extremism,হিন্দু ধর্ম বিশ বছরের মধ্যে ভারত থেকে বিলুপ্ত হয়ে যাবে ইনশাআল্লাহ। মহা যুদ্ধ সামনে আসছে।
Extremism,মাটির তৈরী দেবতা কি করতে পারে যাকে চাইলেই ভেংগে ফেলা যায়?যে দেবতা নিজেকেই রক্ষা করতে পারে না সে আবার কিভাবে অন্যকে রক্ষা করতে পারবে?
Extremism,"তোমার আল্লাহ কার কি ছিড়তে পারে? যাকে লাখো অপমান ও গালাগালি করলেও সে বেহায়া নির্লজ্জের মতো চুপ করে সইতে বাধ্য হয়, সে কার কি ভালো করতে পারে, মুর্খ?"
Extremism,"গাধার অনুসারী, গাধাই থাকবে~ মুর্তি/ফটো আগেও #প্রতীক ছিলো, আজও প্রতীক আছে, কিন্তু নির্বোধ আল্লাহ সেটাকে #শরিক ভেবে ভয় পেলে~ দোষ কার? আজও কিছু গবেট ভুত প্রেত জীনে বিশ্বাস করে, তার জন্য দোষ কার? মুর্খতার, নয় কি?"
Extremism,পিলার কে শয়তান ভেবে পাথর মারার যুক্তি কি? 🙄 শয়তান কি ওই পিলারে ঢুকে বসে থাকে? নির্বোধ!
Extremism,"তোমরা যে মুর্খ, অসভ্য~ তা তো দুনিয়া জানে, তাই সারা বিশ্বে বাশ চলছে ~ বাশ! 😃 অবশ্য আল্লাহ মনে হয় তোমাদের লজ্জার গোড়ায় #মোহর মেরে দিয়েছিলো, তাই বিনা যুক্তিতে ঘেউ ঘেউ করতে থাকো আর আরো বেশী হাসির খোরাক হচ্ছো! 😄"
Extremism,"এই খালিদ বিন নাস্তিকের বাচ্চা নাস্তিক। অামার অনেক কমেন্টে, কমেন্ট করে নবীজিদের নামে নোংরা অকথ্য খারাপ ভাষায় গালি গালাজ করে।  এ সালা রে পাইলে জবাই করে ফেলাইতাম।"
Extremism,গাধা চিনস। মালিকের কাছে এরা প্রভু ভক্ত হয়। সারাদিন খাটে পরে জবাই করে পেট পুজো করা হয়  তোদের মতো ছাগল মুমিন হল তেমন । দেখিস মৃত্যুর পর যেন এমন না হয়।
Extremism,আচ্ছা বুঝলাম তোর সৃস্টিকর্তা কে? তুই আর কি করবি তুই মুফার সাথে চু চু কর।মুফা বান্দরের জন্মদিনে গান শুনা
Extremism,মালাউনের বাচ্চাদের ভাল করে শিক্ষা দেয়ার দরকার সালা মলুর জাত
Extremism,মালাউন কি বলে জুতা মারেন
Extremism,মালাউন শালারা দেখ। ভারতে মুসলমান কতো অসহায়। এদেশে আরামে আছো বলেই খইলসা মাছের মতো লাফাও।
Extremism,মালাউন মানে জারজ না কিছু কিছু হিন্দু আছে জারজ এর থেকেও বেশি
Extremism,মালাউনদের শিকড উপডে দিয়ে ভারত মঽা সাগরে পেলে দিতে বলে।
Extremism,বাংলাদেশের মালাউন গুলো এখন এই নিউজ দেখে না?
Extremism,মালাউনের বাচ্চাদের দেখলে বুঝা যায় মালুরা কত ভয়ংকর
Extremism,মালাউনরা তো সানি লিওনের বাচ্চা
Extremism,ইহুদীরা মানুষ খারাপ ওরা সারাজীবন মুসলমানদের খারাপ করে আসছে 
Extremism,"আল্লাহ ম্যাজিক এর মতো কাজ করে না,আল্লাহ ভুয়া ৷ "
Extremism,বাংলাদেশের মুসলিম লোকেরা মানুষ না সব কুকুর ।
Extremism,শূন্যের আবিষ্কার ও একজন মালাউনের। আয়ুর্বেদ এই হিন্দুদের দান। সারা পৃথিবীতে হিন্দু ও খ্রিষ্টানদের কন্টিবিউশন্। তোদের দেশের জাতীয় সংগীতটাও একজন মালাউনের দান
Extremism,রবীন্দ্রনাথ ধর্ষক মুহম্মদের মত ৫৩ বছর বয়সে একটা ৬ বছরের বাচ্চার সাথে মুফাখেতা (দুই পায়ের মাঝে জননাঙ্গ ঘষা) করেন নাই।
Extremism,পৃথিবীর সবথেকে মিথ্যাবাদী ধর্ম হিন্দু 
Extremism,ঠাকুরদা উপরে বসে আছে মুসলিমদের দরদ কি করে বুঝবে মালাউন 
Extremism,ইহুদীরা আসলেই খুব বিপজ্জনক 
Extremism,"শালা মূর্তি পূজারী, শিবের ধনেরর পূজারি"
Extremism,আরে মালাউনের বাচ্চারা সরাসরি বললেই পারিস জাকির নায়েক তোদের পাছায় লাদেন পটকা মেরেছে।।
Extremism,খুব তাড়াতাড়ি মুসলিম ধংশো হবেই
Extremism,এই মালাউনরা বাংগালিদের সাফল্য দেখে হিংসা করে।বাহির দেশে বাংলাদেশীদের দেখতে পারেনা এই একটি মাএ জাতি।সুতরাং সাবধান।
Extremism,সালা পাগল হিন্দুরা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না
Extremism,সে গন্ধ নেওয়ার জন্য মালাউনরা খানকির পোলারা  দৌড়ে
Extremism,সব টিভি নাট্য শিল্পীরাই কুকুরের দল ভারতের নাটক গুলো বাংলার মা বোনদের খারাপ করা বোঝেনা সে বোঝেনা পাখি সিরিয়ালের সময় শিল্প কি নিচে ঢুকানো ছিল ? কই মালাউন চঞ্চল ? যদি বন্ধ হয় তবে ভারতে সিরিয়ালের সময় আগে মালাউনদের মুখ খোলা নাস্তিক তৌকির বর্তমানে বাংলার টিভি নাটকে মেয়ে শিল্পীদের ড্রেসের কাহিনী দেখলে ভারতকেও হার মানায় এগুলো পরিবর্তন কর ?
Extremism,তসলিমা নাসরিনের মত তুমি ও টাকা পাও কাফের
Extremism,তারিফ হাসান রেন্ডিয়াতে কি তুরে মাকে ভাডা দেচ? মালাউনের বাচ্চা।মুস্লিমদের প্রতি দরদ নাই।শালা মুনাফেক মাদারিচুদ
Extremism,ইন্ডিয়ায় মালাউনরা কুওার সাথে বিবাহ করছে গরুর মূত খায় 
Extremism,চুরের মার বড় গলা শালা মালাউনের বাচ্চা প্রতিটা খেলায় তুরা চুরি করছ আবার পাকনামি চুদাছ তুদের লজ্জা বলতে আছে কিছুরে ? 
Extremism,তুই মরলে কুততা দ্বারা কবর দেয়াইস।
Extremism,জাগে হে মুসলিম সন্তান জেগে ওঠে এই পিথিবি থেকে মালাউনেরদের নাম চিরতরে মুছে দিতে হবে রেনডিয়ারদের কুত্তার মতো করে মারার জন্য ধন্যবাদ পাকিস্তান সেনাবাহিনী কে দেখা মাত্রই ডাইরেক্ট ফায়ার ধংস হোক সালার রেনডিয়া ও মালাউনরা ইনশাআল্লাহ জয় আমাদের হবেই হবে দেখি সালারা জাই কোন দিকে 
Extremism, নিবির সাব রোহিঙ্গারা অপরাধ করে আর বাংলাদেশের সকল ফিরিস্তা অপরাধ কি জানেনা তোরা মালাউনের বংশধর অসহায় মানুষের ভাষা বুজার সেই মন তোদের নাই 
Extremism,কোটি মুসলিমদের বাস ভারতে আবালরা তারা কি মালাউন
Extremism,শুধু রাজনীতি নয় সব কিছু এখন মিডিয়ার মাধম্যে চলছে এই যে কিছুক্ষন আগে মালাউনদের লাত্তি খাইলেন সে খবর আছে? ক্ষমতা যাক দেখবেন এদেশ থাকতেও হয়ত পারবেন না
Extremism,ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত । 
Extremism,হাঃ হাঃ হাঃ সব মুসলমান তোর মতো গাধা হয়ে জাবে তাই ভাবছিস বুঝি || নাস্তিক থেকে কুকুর ভালো 
Extremism,এ পত্রিকায় মুসলমানদের কোন কমেন্ট দেখলে বেজন্মা মালাউন গুলো কুত্তার হাগু খাওয়ার মত করে ঝাপিয়ে পড়ে।
Extremism,মালাউন কী বাচ্চা কাভি নেহি আচ্ছা জো ভি আচ্ছা ও শুয়োর কি বাচ্ছা মালাউন দের বেশি করে মারুন
Extremism,মালাউনেরা বাংলাদেশে এতো ঘন ঘন কেনো আসে ? মালাউনের বাচ্চা 
Extremism,আল জাজিরা। যারা ই মে গনহত্যা বলে খবর করেছিলো। ভুয়া ভিডিও বানাইছিলো। যারা রাজাকারদের ফাসির খবরে সব সময় লিখেছে ইসলামিক লিডার।
Extremism,মুসলমানদের বসতে দিলে শুতে চায় শালা মৌলবির জাত খাঙ্কিরপোলারা 
Extremism,মালাউনের বাচ্চা এর মানে কি খুব খারাপ
Extremism,এমন মায়া কান্না করিস না সালা । মালাউন 
Extremism,এই ঐক্য চোর আর শতানের ঐক্য 
Extremism,আমাদের মুসলিমদের মধ্যে কিছু জারজ আছে নামে মুসলিম কাজে মুনাফিক তাদের ঈমানের বিন্দু মাত্রনেই কারন ধর্মে তাদের বাপ দাদার কাছ থেকে পেয়েছে। ইসলাম তাদের ধর্ম  কিন্তু ইসলাম ধর্মের দায়িত্ববোধ কি তআ জানা দুরে থাক ইসলাম অর্থ জানে না বড় দুঃখের বিষয় এরা নিজের মুসলিমদের অন্তর্ভুক্ত দাবি করে তদের মুখে আগু দেওয়া ছাড়া কিছু করার নেই।প্রতিবাদ করার ক্ষমতা নেই অন্তত মন থেকে তাদের ঘৃনা কর তা না করে সমালোচনা করে যা প্রমান করে মালাউনদের প্রতি ভালবাসা মুসলিমদের প্রতি নয়।এরা মালাউনদের দের ছেয়ে কম নয় বো
Extremism,ওরে ভাই মালাউন নাপাকের গোষ্ঠী গালি দিচ্ছে ওর দর মুতি খাওয়াতে হবে
Extremism,"যত সব মুর্খ নাস্তিক, ইসলামের কোন জ্ঞান নাই, এক লাইন জেনে মানসিক রোগীর মতো অনলাইন এ এসে লাফালাফি করিস।তোদের তো বিজ্ঞানের ও কোন জ্ঞান নেই। "
Extremism,তুই সালা কাফের তাতে কোন সন্দেহ নাই 
Extremism,ভন্ড কাদিয়ানী থেকে সাবধান এরা আস্ত খানকির ছেলে 
Extremism,এখন কোন মালাউন প্রতিবাদ করবে না যখন মালউনদের কিছু হয় তখন তখন মুসলিমরাই সবার আগে প্রতিবাদ করে। আর হে বৌদ্দরা কি প্রতিবাদ করবেনা নাকি তাকিয়ে দেখবে আর মজা লবে। 
Extremism,মাইরা মালাউনগরে বর্বর জাতিদেরকে গাধার বাচ্চার থেকেও অধমদেরকে 
Extremism,কোথায় গেল খানকির পোলা মুরগী কবির। শুয়োরের বাচ্চার চোখে এগুলো পড়েনা? হিন্দুদের গায়ে বাতাস লাগলেও মাগির পোলার চেতনায় আঘাত লাগে
Extremism,আরবের মেয়েদের ৭-৮ বছর বয়সে মাসিক হয়!! তাহলে তো গায়ে-গতরে অনেক শক্তিশালী হবার কথা। 
Extremism,পাকিস্তানদের মতো আমাদের দেশ থাকত তাইলে হিন্দুদের সাথে ধর্ষণ করতাম 
Extremism,আমাদের মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের কোন মালাউন মারাগেছে সে ব্যাপারে খুবই সুচ্চার কিন্তু মায়ানমারে মুসলমানদের জন্য একটু আপসোস হল না সে ওকি মালাউন নাকি মুমিন
Extremism,ধুর শালা মালাউন সালে বাংলাদেশে আসছিলি পাকিস্তানের রেখেজাওয়া টাকা আর আস্র চুরির জন্য মালাউন হইলো চোরের জাত। 
Extremism,তেমনি নিরহ রসরাজ কে ফাসিয়ে সাধারন হিন্দুদের ক্ষতি করে উপাসনালয় ভেঙ্গে এখন এই সম্প্রদায় কে একটা মহল প্রতিশ্রুতি আর দুশমন দমনের মন্ত্র আউরাবে।।।
Extremism,তুই তো টাকার কাছে তোর ধর্ম বিক্রি করছ। তুই তো মানুষ নামের জানোয়ার হারে নাস্তিক
Extremism,যদি পৃথিবী ধ্বংস হয় তবে তার কারণ হবে মুসলিম । 
Extremism,মালাউনকে মালাউন বললে তোমাদের গায়ে লাগে ভারতে মুসলিমনদের সাথে যখন মালাউনেরা অমানবিক নির্যাতন করে 
Extremism,যে শালা মালাউন বলেছে ও বোনেরে চুদি তোমাদের মুখে দারি মাথায় ঠুপি রেখে ভন্ডামী কর তোমরা জংগী? 
Extremism,মালাউনের জাত ভারতের খরাতিরা খরাত পায় নাই তাই এখানে এসে গরুর সন্তানেরা হাম্বা হাম্বা করতাছে । 
Extremism,মোল্লাদের বুদ্ধিমত্তা গরুর চেয়ে একটু বেশী।
Extremism,"শিব একটা ধর্ষক ছিল, সে ৬০ হাজার কুমারী মেয়েকে ধর্ষণ করেছিল, তাই শিব লিঙ্গ ধর্ষণের প্রতীক।"
Extremism,এই পৃথিবীতে যদি কোনো নিকৃষ্টতম দেশ আছে তা হল পাকিস্তান।একটা মুসলিম হয়েও জঘন্যতম কাজ গুলোর জন্ম দেয়।যতো ধরনের জঙ্গিবাজ রাজাকার সবার ঘাটি ওই পাকিস্তান এ।যে খানে মানুষ মসজিদ এ নামাজ পড়তে গিয়েও জীবন হারায় বোমা আর গুলির আঘাতে।শতো ধিক্কার জানাই এসব রজাকার দের। সালে যে কয়টা আত্মসমর্পণ এর জন্য আসছিলো তাদের ও লাইন করে গুলি করা উচিৎ ছিলো।তাহলে এখন আর কোটি টাকা দাবি করার জন্য আসতো না। 
Extremism,মালাউন কা বাচ্চা কাভি নেহি আচ্ছা ও ভি সাচ্ছা ও তো শুয়োর কা বাচ্চা
Extremism, তর প্রফাইল নেইম টা আমি মালাউন হিজরা লিখা উচিৎ ছিল।তুই বেষ্যা মাগির পুত নেংটি দাতু চুরের বাচচা।তর মা তর চাচা জেঠা মামা খালু সবার সাথে চুদা দিয়া তরে সংমিসৃত সন্তান পয়দা করছে।তর মারে চুদি দাতু চিরের বাচচা তর মউত মোসলমানের হাতে মনেরাখিস ইনসা আল্লাহ।তোর আসেপাসেই কোন ঈমানদার তোকে নজরে রাখছে কাফেরের বাচচা। 
Extremism,"মুর্তিপুজারী,মাজারপুজারী,ভন্ড পীরদের পোদ ফেটে গেছে। "
Extremism,কিছু মালাউন উসকানি মুলুক কথা বলেছে আর কিছু মুসলমান নাম দারি মুসলমানদের আপন ভাবে না তারা মরে যাক তাতে কি আসে যায় তাদের ভাব দারা এমনি মনে হয় 
Extremism,এই হিন্দুরা কাশ্মীরে মুসলিম এবং হায়দারাবাদে মুসলিম হত্যা করেছে । এটা তারা নিজেদের মুখেই স্বীকার করেছে । তাহলে প্রকৃত সংখ্যা হবে তার থেকে অনেক অনেক বেশী । কাশ্মীরের জম্মু ছিল মুসলিম সংখ্যাগরিষ্ঠ এলাকা । মুসলিমদের উপর গনহত্যা চালিয়ে সেটা হিন্দু সংখ্যাগরিষ্ঠ এলাকা বানিয়ে ফেলেছে । গুজরাটে মুসলিমকে পুড়িয়ে হত্যা করেছে । গুজরাটের মুসলিমদের ঘর বাড়ি আজও তাদের দখলে । গুজরাটের মুসলিম এমপিকে পর্যন্ত তারা জবাই করে হত্যা করেছে । এত বড় হারামজাদা জাতি এই হিন্দু মালাউনের বাচ্চারা । 
Extremism,হিন্দুদের মালাউন বলার সাথে সাথে দেশের থেকে সরকার সবাই প্রতিবাদ মুখর।
Extremism,মালাউনদের সাথে কোনো আপোষ নেই। ধরো আর মারো। ধরো আর মারো। যে ভাবে মুসলমানদের মারে সেই ভাবে কুত্তাদের মারো। 
Extremism,ছি ছি ছি  এই মাদারচোদরা আবাল মার্কা হুজুর 
Extremism,এই খানকির বাচ্চা শান্ত নিলয় মালাউনতোকে কে বলছে মুসলিমরা নিজেরা নিজেরাই এসব অপকর্ম করবে?কই আমি যে এলাকাই থাকি সে এলাকার তো দূরের কথা দশ বারোটা গ্রাম খুইজাও একটা মালুর বাঁচ্চাকে পাওয়া যাবে না কই সেখানে তো কোন অশান্তি নেই?আসলে তোদের বাংলাদেশ থেকে তাড়াইলেই সম্যাসা সমাধান হবে।
Extremism,তোদেরকেও যবাই করে মারা উচিত  শালা  হারামির বাচ্চা  নাস্তিক  জানোয়ার মালাউন কুলাংগার 
Extremism,খানকির বচ্চা আমরা তো সারা ওয়ার্ল্ড জুড়ে আছি তাই আমাদের দেখিস। আর তোরা তো শুধু রেন্ডিয়াতে পড়ে আছিস। তোরা সারা ওয়ার্ল্ড এ থাকলে আরো আগে পৃথিবীটা ধ্বংস হতরে সালা মালাউনের জাত
Extremism,তুমার ভিতরে মনুষত্ব  বলে কিছু আমি তা বিশ্বাস করিনা আর তুমি একজন মুসলিম আমি তাও বিশ্বাস  করিনা কারন একজন মুসলিম এর কস্টে দুর্দশায় যার  মন অন্তর কাদেনা কে বলে মুসলিম তারে সে হল মালাউন ফেরাউন 
Extremism,অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক
Extremism,একটু চিন্তা করে দেখ এ পাকিস্থানিরা কোন জাতিরে বির্য দান করছে???সেটা তো মালাউন জাতি রে হতে পারে তুই সেই রাজাকারের বির্যের বংসধর। 
Extremism,মুসলিমদের মাথা আর গরুর মাথার মধ্যে খুব একটা পার্থক্য নেই
Extremism,আল্লাহ বলেছেন তোমরা আমাকে আরবি ভাষায় ডাকবে আমি আরবি ছাড়া বুঝিনা আমার নাম হচ্ছে আল্লা আর তোমরা আমাকে আজে বাজে নাম ধরে ডাকছো এইজন্য আল্লা রেগে গেছে
Extremism,ইসলামে সব সয়তান জংগ্গি পালন করা হয়।
Extremism,"মোল্লা ধর্ম হচ্ছে শুয়োরের ধর্ম, তোদের হিজড়া মোহাম্মদের মা একটা শুওরের সঙ্গে শুয়ে যৌনসুখ নিয়েছিল, তারপর ওই শুওরের ঔরসে হজরত মোহম্মদ জন্মেছিলো। মানুষ যেমন মানুষ খায়না, ঠিক সেই কারণেই তোরা শুয়োর খাসনা, কারণ তোরা নিজে শুয়োর।"
Extremism,"সাময়িক জয় তো আপনাদের হয়েই গেছে, ৫০ টা দেশে জোর করে ইসলাম ছড়িয়েছেন। কিন্তু এখন পৃথিবী বুঝে গেছে ইসলাম ""শান্তির ধর্ম"" নয়, বরং পুরো উল্টো, এসব অশান্তির মূল এই ধর্ম। সব সন্ত্রাসবাদ, জঙ্গি মনোভাব এই ধর্ম থেকেই জন্ম নেয়। ইসলাম নিরীহ মানুষকে খুন করার কথা বলে মানবতার সবচেয়ে বড় শত্রূ।"
Extremism,ইসলাম কথার অর্থ অশুভ শক্তি তাই আমাদের প্রার্থনা করা উচিৎ যে অশুভ শক্তির বিনাশ হোক।
Extremism,হযরত মুহাম্মদের মৃত্যুর পরে তিনি কোথায় আছেন? কিভাবে সময় কাটান? তিনি কি হুর পেয়েছেন? তাহলে কটা?
Extremism,ইসলাম হল পৃথিবীর বুকে চলমান ক্যানসার ॥মানবতার শত্রু ॥ এত বিদ্বেষ সব সমপ্রদায়ের প্রতি ॥ প্রকৃত পৈশাচ মতবাদ হল ইসলাম ॥
Extremism,পৃথিবীর নিকৃষ্ট তম ধর্ম হলো ইসলাম। মানবতার বিরুদ্ধে সনতারস বাদী
Extremism,যতদিন ইসলাম আছে ততদিন পৃথিবীতে শান্তি নেই । ইসলাম ধ্বংসের জন্য সৃষ্টি । সৃষ্টির জন্য ইসলাম নয়
Extremism,ইসলাম হল পৃথিবীর বুকে চলমান ক্যানসার কেবল শয়তান এবং তার শুক্রাণুর জন্য।তুমি কি তার একজন বীর্য?কেবলমাত্র শয়তান শুক্রাণু সর্বদা ইসলাম ও মুসলিমকে আঘাত ও খারাপ করার চেষ্টা করে।
Extremism,আল্লার এত ডর ভয় টা কিসের?কস্ট টা কিসের? কিসের এত হুলুসতুলুস? ইবলিশ শয়তানের বাড়াবাড়ি /জিন ভুত টুতের ডর /ইহুদী নাসারা /শয়তান ফিরিস্তার বাড় বাড়ন্ত /নাস্তিকদের উৎপাত! মুরতাদ কাফেরদের জ্বালাতন!
Extremism,"কল্পনার 'আল্লাহ ,নিজে থেকে কিছুই দিতে পারেনা ? যাই দেয় তা আমাদের চিন্তা ভাবনার অনুসারেই দেয় ! মুহাম্মদ এর মেয়ে মানুষের শখ ছিলো , লুটের মালের শখ ছিল , আর যা যা শখ ছিল সব দিয়েছে ? দেয়নি ? আপনিও পেতে ইচ্ছা করলে পাবেন , কিন্তু ! এমনি না ! আগে রেপ করতে হবে তারপর গনহত্যা করতে হবে , তারপর যাদের হত্যা করেছেন তাদের সব লূটেপূটে , পঞ্চম ভাগ হুজুরকে দিয়ে জান্নাতি দলভূক্ত হলে , আল্লাহ আপনাকে সব দেবেন ? বাকি থাকলো কিছু ? যা যা আপনার পাওয়ার আশা সবই তো আল্লাহর আদেশে আপনি পেয়ে গেলেন ? এটা কি হোলো ! কিভাবে হোলো ? কোন যুগে বাস করছেন সে খেয়ালটা একবারের জন্যও মাথায় এলোনা ?"
Extremism,পৃথিবীর সর্বাধিক খারাপ ধর্ম হিন্দু ধর্ম
Extremism,"ইহুদী নাসারা দের সাথে এত বিদ্বেষ এর করন টাই হলো ইহুদী নাসারা বলে দিয়েছে মহম্মদ তোদের আল্লা নাম দিয়ে নিজের পাদটা ধারায় দিয়েছে ।তাই মহমদের ইহুদী নাসারা দের উপর এত রাগ! আর শুধু ইহুদী নাসারাই বলে নাই যে আল্লা টা হলো মহম্মদের পাদটা, কয়েক জন মুসলমান ও বলে দিয়েছে লেখে দিয়ে ছে কেতাবে যাতে মুর্খ পাদ নামাজিদরা না ধরতে পারে!"
Extremism,পৃথিবীর মধ্যে সব চাইতে নিকৃষ্ট ধর্ম হলো ইসলাম
Extremism,বেটিচোদ মহম্মদ ॥ ৯ বছরের শিশু আয়েসাকে ধর্ষন করে ও নিজের পালিত ছেলে জায়েদ ইবনের বউ জায়নাবকে বিয়ে করে খাটে তোলে হারামজাদা শ্বশুর মহম্মদ॥
Extremism,"কাবা তে কিন্তু মুসলিমরা সেই শিবলিংগ আকৃতির কাল পাথরকে চুমু খেয়ে পুজো করে জান্নাতি পাথর ভেবে ও প্রাচীন বৈদিক মতে মাথা কামিয়ে ,সাদা কাপর গায়ে জড়িয়ে কাবা ও হাজরে আসাদের চারপাশে ৭ বার প্রদক্ষিন করে যা হিন়দুরা শিবের আরাধনা ক্ষেত্রে করে আসছে ৭০০০ বছর ধরে ॥"
Extremism,মুসলিমরা কাবা তে কাল পাথরকেই পুজো করে
Extremism,কোরান পড়লেই আমার মাথা খারাপ হয়ে যায়। জিন ভূত হুর পরি জান্নাত জাহান্নাম ফিরিস্তা শয়তান কালেকশন মহম্মদ আর আল্লার কানেকশন গুলি পড়লেই যে এই কেতাব লিখেছে সে লেখক সম্পর্কে আমার কনো শিশুর কাজকর্ম মনে হয়।
Extremism,আল্লার মাকে খুঁজি দোচার জন্য। কুরনো হাগিশ পড়ার পর
Extremism,তোর আল্লা নবীর মাকে চূদি
Extremism,শোন ফত ফত ফতেমা তোদের বাল্লাহ ধবির মাদার কে খুঁজছি। চুদান হাগিস লেখার দোষে ওকে কালীঘাটে বসাবো। যেন ও আর লোককে কুড়ানো হাগিস পরিয়ে মাথা চেটে মুছলিম বানাতে না পারে।
Extremism,শোন আল্লাহ শয়তানের আসল নাম। আল্লাহ কি মুসলমান ছিল জবাব দে? নবী কি 40 বছর বয়সে ধোনের ছাল কেটেছিল? শয়তানের আসল ধর্ম ইসলাম। আল্লাহ নবি মাদারচোদ।
